# volRat = 0.800
# viscRat = 1.000
# Ca = 77.600
# W = 0.034
time,Ca_x,x_len,y_len,major_len,minor_len
50.25,0.9142924883458787,3.6439678,1.2395588000000002,3.6439606470342243,1.4088581730008778
50.26,0.9151431751290647,3.6441239000000003,1.2395914000000001,3.6441167954080074,1.4089164743952973
50.27,0.9159898061931696,3.6442777,1.2396235,3.6442706443286528,1.4089733758352672
50.28,0.9168323777861047,3.6444292000000003,1.2396549,3.644422193343366,1.4090289772604745
50.29,0.9176708861737719,3.6445783,1.2396858,3.6445713423981836,1.409083378573245
50.3,0.9185053276400819,3.644725,1.2397160999999999,3.6447180916951103,1.4091365798404456
50.31,0.9193356984869696,3.6448696,1.2397458000000001,3.644862741125571,1.4091885810871085
50.32,0.9201619950344061,3.6450119,1.239775,3.6450050907528286,1.409239282358686
50.33,0.9209842136204229,3.6451522,1.2398036,3.645145440391979,1.4092889835323643
50.34,0.9218023506011238,3.6452904,1.2398316,3.645283689999535,1.409337484689728
50.35,0.9226164023506995,3.6454262,1.2398590999999999,3.645419540081633,1.4093849858966623
50.36,0.9234263652614458,3.6455602000000003,1.2398862,3.645553589955303,1.409431386966904
50.37,0.924232235743781,3.6456919,1.2399126,3.645685340141952,1.40947668801513
50.38,0.9250340102262605,3.6458215999999997,1.2399386,3.6458150904823565,1.4095210890374104
50.39,0.9258316851555883,3.6459492,1.2399642,3.645942740970921,1.4095643900833208
