time,Ca_x,x_len,y_len,major_len,minor_len
1.31,-0.3472679386581246,3.2263083999999997,1.6947014999999999,3.2263086809892547,1.6947022730612828
1.32,-0.3498054756266264,3.2175267,1.7022883,3.2175269751801903,1.7022891087790424
1.33,-0.3523404487089154,3.2086323,1.7099554000000001,3.2086325697543545,1.709956244960034
1.34,-0.3548728393250008,3.1996269,1.7177026999999998,3.1996271646656553,1.7177035813357926
1.35,-0.3574026289138199,3.1905123,1.7255298,3.1905125599263977,1.7255307180786712
1.36,-0.35992979893337407,3.1812906,1.7334361999999999,3.1812908554656194,1.7334371551837446
1.37,-0.36245433086086465,3.1719635,1.7414219000000002,3.171963751316983,1.741422892591754
1.38,-0.3649762061928288,3.1625329,1.7494863999999999,3.1625331474183436,1.749487430270904
1.39,-0.3674954064452753,3.1530006,1.7576296,3.1530008437628134,1.7576306684752956
1.4,-0.37001191315381965,3.1433684,1.7658513999999998,3.1433686403651597,1.7658525069267048
1.41,-0.37252570787381956,3.133638,1.7741516,3.133638237172433,1.7741527457671267
1.42,-0.3750367721805102,3.1238114,1.7825299000000001,3.123811634206228,1.7825310850183087
1.43,-0.3775450876691392,3.1138901,1.7909863000000001,3.1138903314421995,1.7909875246312477
1.44,-0.3800506359551015,3.1038759000000002,1.7995207,3.1038761288712733,1.7995219645975227
1.45,-0.3825533986740743,3.0937705,1.8081331,3.093770726460305,1.8081344049421104
1.46,-0.38505335748215136,3.0835758,1.8168234,3.083576024229209,1.8168247456822897
1.47,-0.38755049405597775,3.0732932,1.8255914,3.073293422168007,1.8255927867906303
1.48,-0.39004479009288373,3.0629246,1.8344373,3.062924820267705,1.8344387283160697
1.49,-0.39253622731101945,3.0524716,1.8433612,3.0524718185132818,1.8433626702138195
1.5,-0.3950247874494885,3.0419357,1.8523629000000001,3.0419359168873896,1.8523644125362972
1.51,-0.39751045226848214,3.0313185999999996,1.8614424999999999,3.0313188153944877,1.8614440552173472
1.52,-0.39999320354941237,3.0206219,1.8706002,3.0206221140348744,1.870601798359253
1.53,-0.40247302309504623,3.0098471,1.8798361,3.0098473127973953,1.8798377417891063
1.54,-0.40494989272963866,2.9989958999999997,1.8891502,2.998996111659241,1.8891518857409118
1.55,-0.40742379429906583,2.9880696,1.8985425,2.9880698106338,1.8985442299436794
1.56,-0.4098947096709583,2.9770700000000003,1.9080134,2.977070209731675,1.9080151747283196
1.57,-0.4123626207348338,2.9659983,1.9175629,2.9659985089244065,1.917564719833443
1.58,-0.4148275094022302,2.9548563000000003,1.9271913999999999,2.9548565082099003,1.927193265416572
1.59,-0.4172893576068375,2.9436451999999997,1.9368987,2.943645407591986,1.9369006113461351
1.6,-0.41974814730463106,2.9323666,1.9466853,2.9323668070540116,1.9466872577131584
1.61,-0.4222038604740034,2.9210218,1.9565513,2.921022006603819,1.9565533044343937
1.62,-0.4246564791158961,2.9096124,1.9664968,2.9096126062104437,1.96649885168737
1.63,-0.4271059852539321,2.8981396,1.9765222,2.898139805897979,1.9765242993104546
1.64,-0.4295523609345475,2.8866047999999997,1.9866277,2.8866050056812576,1.9866298474116388
1.65,-0.43199558822712286,2.8750095,1.9968134,2.8750097055228325,1.9968155959338396
1.66,-0.43443564922411443,2.8633547999999998,2.0070797000000002,2.863355005416029,2.007081944882101
1.67,-0.4368725260411861,2.8516424,2.0174268,2.8516426053771404,2.017429094343486
1.68,-0.43930620081733995,2.8398733,2.0278549999999997,2.839873505393882,2.0278573443324746
1.69,-0.44173665571504733,2.8280488,2.0383645,2.828049005461197,2.0383668946840108
1.7,-0.4441638729203794,2.8161703,2.0489556,2.8161705055911104,2.0489580455679777
1.71,-0.4465878346431381,2.8042391,2.0596285,2.804239305776708,2.059630997010398
1.72,-0.44900852311698625,2.7922563,2.0703837,2.792256505987371,2.070386248915624
1.73,-0.4514259205995778,2.7802233000000003,2.0812212,2.7802235062281833,2.0812238014030315
1.74,-0.4538400093726877,2.7681411000000002,2.0921414,2.768141306532897,2.0921440544735677
1.75,-0.45625077174234235,2.7560111999999997,2.1031447,2.7560114068486685,2.103147408089303
1.76,-0.45865819003894864,2.7438345,2.1142311,2.743834707231071,2.114233862327483
1.77,-0.4610622466174237,2.7316124000000004,2.1254011999999998,2.7316126076031284,2.125404017183024
1.78,-0.46346292385732435,2.7193461,2.1366551,2.719346308024819,2.136657972659582
1.79,-0.4658602041629762,2.7070365,2.1479931,2.707036708490792,2.1479960289159683
1.8,-0.46825406996360247,2.6946849999999998,2.1594154999999997,2.6946852089330235,2.159418485738524
1.81,-0.4706445037134528,2.6822927,2.1709226,2.682292909427848,2.170925643313403
1.82,-0.47303148789193206,2.6698606,2.1825146,2.6698608099325023,2.1825177016864217
1.83,-0.4754150050037285,2.6573899,2.1941917,2.6573901104241204,2.1941948608913258
1.84,-0.4777950375789423,2.6448815999999997,2.2059543,2.6448818109531818,2.2059575207994886
1.85,-0.48017156817321316,2.6323371,2.2178027,2.632337311471533,2.2178059817531706
1.86,-0.4825445793678487,2.6197572,2.229737,2.619757411987475,2.2297403435494507
1.87,-0.48491405376995156,2.6071431,2.2417574,2.6071433125036227,2.2417608063021333
1.88,-0.48727997401254725,2.5944959,2.2538644,2.594496113002364,2.2538678701512302
1.89,-0.4896423227547116,2.5818167,2.2660578,2.5818169134887325,2.2660613349634575
1.9,-0.49200108268169745,2.5691064,2.2783382000000003,2.569106613983652,2.278341801046285
1.91,-0.49435623650506155,2.5563663,2.2907057,2.556366514448457,2.2907093681811297
1.92,-0.49670776696279173,2.5435972,2.3031604,2.5435974149173637,2.30316413647543
1.93,-0.499055656819433,2.5308003,2.3157024,2.5308005153673836,2.3157062063061513
1.94,-0.501399888866214,2.5179765,2.328332,2.5179767157480306,2.328335877397665
1.95,-0.5037404459211733,2.5051271,2.3410494,2.5051273161240584,2.341053349991897
1.96,-0.506077310829285,2.4922528,2.3538544999999997,2.4922530164423997,2.3538585240676273
1.97,-0.5084104664625849,2.4793548999999997,2.3667477000000003,2.479355116693708,2.366751799709567
1.98,-0.5107398957202954,2.4664343,2.3797288,2.4664345169054425,2.379732977242856
1.99,-0.5130655815289515,2.4534919000000004,2.3927981000000003,2.4534921170478716,2.3928023564131697
2.0,-0.5153875068425259,2.4405289000000003,2.4059556,2.4405291171725576,2.4059599376054472
2.01,-0.5177056546425531,2.4275461,2.4192013,2.4275463171673644,2.419205720632183
2.02,-0.5200200079382554,2.4145446,2.4325353,2.4145448170865214,2.432539806019115
2.03,-0.5223305497666663,2.4015253000000003,2.4459576,2.401525516937464,2.445962193527218
2.04,-0.5246372631927555,2.3884893,2.4594679,2.3884895166588604,2.4594725834656157
2.05,-0.5269401313095526,2.3754374,2.4730670000000003,2.3754376162416975,2.473071776010868
2.06,-0.5292391372382719,2.3623705,2.4867540999999997,2.3623707158026233,2.4867589710635523
2.07,-0.5315342641284345,2.3492898,2.5005290000000002,2.3492900150991978,2.5005339691290924
2.08,-0.5338254951579938,2.3361959,2.5143915000000003,2.3361961143454386,2.5143965701515576
2.09,-0.5361128135334571,2.3230899999999997,2.5283414,2.323090213313531,2.528346574400971
2.1,-0.5383962024900092,2.3099729,2.5423787,2.30997311218338,2.542383982133417
2.11,-0.540675645291636,2.2968456,2.5565027999999996,2.296845810820276,2.5565081934197478
2.12,-0.5429511252312464,2.2837088999999997,2.5707135,2.2837091091918453,2.5707190085047635
2.13,-0.5452226256307947,2.2705637000000003,2.5850104,2.2705639073672463,2.5850160277859207
2.14,-0.5474901298414035,2.2574110000000003,2.5993931000000003,2.257411205228799,2.599398851382679
2.15,-0.5497536212434849,2.2442515,2.6138612,2.2442517027811033,2.613867079699677
2.16,-0.5520130832468629,2.2310862,2.6284140000000003,2.2310863999339894,2.6284200129287307
2.17,-0.554268499290895,2.2179161,2.643051,2.2179162967154946,2.6430571516199333
2.18,-0.556519852844593,2.2047418,2.6577718,2.2047419930720333,2.657778095819981
2.19,-0.5587671274067453,2.1915644,2.6725754,2.191564588946868,2.6725818461932684
2.2,-0.5610103065060362,2.1783846000000002,2.687461,2.178384784281448,2.687467603183201
2.21,-0.5632493737011681,2.1652033,2.7024280000000003,2.1652034790223973,2.7024347670234334
2.22,-0.5654843125809815,2.1520215,2.7174753000000003,2.152021672957672,2.717482238535547
2.23,-0.5677151067645749,2.1388399,2.732602,2.1388400662467615,2.73260911813305
2.24,-0.5699417399014255,2.1256595000000003,2.7478071,2.1256596585995933,2.7478144064393333
2.25,-0.5721641956715084,2.112481,2.7630893,2.1124811499651504,2.7630968042016644
2.26,-0.574382457785417,2.0993054000000004,2.7784473,2.0993055402031304,2.778455012086063
2.27,-0.5765965099844816,2.0861334,2.7938798,2.0861335290904757,2.793887730954797
2.28,-0.578806336040889,2.072966,2.8093855,2.072966116570702,2.8093936617749176
2.29,-0.5810119197578014,2.0598041,2.8249625,2.059804202287359,2.8249709055828616
2.3,-0.5832132449694751,2.0466483,2.8406094,2.046648386053387,2.8406180634973786
2.31,-0.5854102955413789,2.0334997,2.856324,2.0334997675560667,2.856332936820804
2.32,-0.5876030553703122,2.0203591000000003,2.8721046,2.0203591464276576,2.872113826799092
2.33,-0.5897915083845238,2.0072273999999997,2.8879488,2.007227422299919,2.8879583354054725
2.34,-0.5919756385438285,1.9940671,2.9036205,2.903671331754879,1.9940653409001006
2.35,-0.5941554298397257,1.98087,2.919728,2.9197775496863074,1.9808685145674776
2.36,-0.5963308662955162,1.9676724,2.9358811,2.9359294394137754,1.9676711643564604
2.37,-0.5985019319664197,1.9544763,2.952077,2.9521241916930907,1.954475292414457
2.38,-0.6006686109396908,1.9412832999999998,2.9683126,2.968358699044734,1.941282500922083
2.39,-0.602830887334737,1.9280949,2.9845848999999998,2.9846299541965933,1.9280942914815329
2.4,-0.6049887453032335,1.9149129,3.0008901000000003,3.0009341513787025,1.9149124657011458
2.41,-0.6071421690292411,1.901739,3.0172244,3.017267485283707,1.9017387247213589
2.42,-0.6092911427293206,1.8885747,3.0335837999999997,3.0336259521029483,1.8885745703871883
2.43,-0.6114356506526492,1.8754216,3.0499639,3.0500051471616603,1.8754216032697562
2.44,-0.6135756770811358,1.8622817,3.0663596,3.0663999674097413,1.8622818245982242
2.45,-0.6157112063295366,1.8491567,3.0827658,3.0828053105015947,1.8491569353716968
2.46,-0.6178422227455692,1.8360482,3.0991767,3.099215374369079,1.8360485364899581
2.47,-0.6199687107100283,1.8229584,3.1155862,3.11562405737923,1.8229588287131149
2.48,-0.6220906546368995,1.8098889,3.1319878,3.1320248577636183,1.8098894126802239
2.49,-0.6242080389734738,1.796842,3.1483742,3.1484104753147006,1.7968425890350268
2.5,-0.6263208482004613,1.7838195,3.1647374,3.164772908702087,1.7838201583191273
2.51,-0.6284290668321055,1.7708238,3.181069,3.181103757343646,1.7708245214622602
2.52,-0.6305326794162968,1.7578570999999998,3.1973599,3.197393921296352,1.7578578785532697
2.53,-0.6326316705346845,1.7449219999999999,3.2136002,3.213633500266062,1.7449228303004585
2.54,-0.6347260248027916,1.732021,3.2297789999999997,3.229811594078714,1.7320218770035674
2.55,-0.6368157268701264,1.7191572,3.2458848,3.2459167025591387,1.719158119126953
2.56,-0.6389007614202956,1.7063335,3.2619046999999997,3.2619359254787637,1.7063344570265633
2.57,-0.6409811131711157,1.6935533999999999,3.2778251,3.277855663170498,1.693554391120661
2.58,-0.6430567668747263,1.6808205,3.2936313999999998,3.293661315488143,1.680821521655444
2.59,-0.6451277073177006,1.6681387,3.3093076000000003,3.3093368819837643,1.668139749211881
2.6,-0.6471939193211579,1.6555127,3.3248366000000003,3.3248652629641002,1.6555137737722863
2.61,-0.6492553877408741,1.6429472999999999,3.3401999,3.340227958202393,1.6429483955639066
2.62,-0.6513120974673933,1.630448,3.3553773,3.355404767339074,1.6304491150160882
2.63,-0.6533640334261379,1.6180207,3.3703477,3.3703745905189897,1.6180218323921602
2.64,-0.6554111805775199,1.6056721999999999,3.3850882,3.3851145272241805,1.6056733478114782
2.65,-0.6574535239170503,1.5934097999999999,3.3995745,3.3996002775875587,1.5934109614334686
2.66,-0.6594910484754497,1.581242,3.413781,3.4138062409960233,1.5812431737305404
2.67,-0.6615237393187575,1.5691777,3.4276805,3.4277052172023326,1.569178884567148
2.68,-0.6635515815484421,1.5572272,3.4412444,3.4412686061722972,1.557228394413663
2.69,-0.6655745603015092,1.5454014,3.4544431,3.4544668074042786,1.5454026031056487
2.7,-0.6675926607506114,1.5337129,3.4672459,3.4672691206948643,1.5337141111930737
2.71,-0.6696058681041566,1.5221748000000002,3.4796215,3.47964424556785,1.5221760185158684
2.72,-0.6716141676064163,1.5108016000000002,3.4915385,3.491560781612422,1.510802825361889
2.73,-0.6736175445376341,1.4996089000000001,3.5029656,3.5029874287549823,1.499610131838283
2.74,-0.6756159842141336,1.4886134,3.5138727999999997,3.5138941868149187,1.4886146379893581
2.75,-0.6776094719884252,1.4778324999999999,3.5242310000000003,3.5242519555346066,1.4778337441609433
2.76,-0.6795979932493147,1.4672843,3.5340144999999996,3.534035034692477,1.4672855502765234
2.77,-0.6815815334220096,1.4569871,3.5432002999999996,3.5432204242801655,1.4569883564671726
2.78,-0.6835600779682257,1.4469595,3.5517697999999998,3.551789523670348,1.4469607628909444
2.79,-0.6855336123862947,1.4372194999999999,3.5597095000000003,3.5597288333843466,1.43722076961804
2.8,-0.6875021222112695,1.4277845,3.5670117,3.567030653474162,1.4277857766551185
2.81,-0.6894655930150305,1.4186698,3.5736753,3.573693883398909,1.4186710841408017
2.82,-0.6914240104063917,1.4098897,3.5797056,3.5797238240831115,1.4098909921372083
2.83,-0.6933773600312055,1.4014555999999998,3.5851151,3.5851329751586003,1.4014569005416795
2.84,-0.6953256275724687,1.3933761,3.5899224,3.5899399367698663,1.3933774096111553
2.85,-0.6972687987504269,1.3856575,3.5941530999999998,3.594170308926514,1.3856588191008588
2.86,-0.6992068593226792,1.3783022,3.5978364000000003,3.5978532919037756,1.378303529163095
2.87,-0.7011397950842828,1.3713099,3.6010065,3.601023085701354,1.3713112398040026
2.88,-0.703067591867857,1.3646772999999999,3.6037007,3.6037169898778583,1.3646786510083468
2.89,-0.704990235543687,1.3583984,3.6059574999999997,3.605973505342784,1.3583997625956656
2.9,-0.7069077120198275,1.3524647,3.6078174,3.607833131129213,1.3524660749977226
2.91,-0.7088200072422062,1.3468657,3.6093192,3.609334667756968,1.3468670877214477
2.92,-0.7107271071947262,1.3415895,3.610501,3.6105162144950524,1.341590900856167
2.93,-0.7126289978993697,1.3366227,3.6113993,3.6114142713519355,1.3366241143684832
2.94,-0.7145256654162994,1.3319513,3.6120487,3.6120634376743377,1.3319527282935493
2.95,-0.7164170958439613,1.3275607,3.6124807,3.612495213532638,1.3275621426124808
2.96,-0.7183032753191865,1.3234361,3.6127244999999997,3.6127387984741928,1.323437557224493
2.97,-0.720184190017293,1.3195630999999999,3.6128064,3.6128204921110125,1.3195645720191267
2.98,-0.722059826152186,1.3159272999999998,3.6127502,3.612764094222892,1.31592878697881
2.99,-0.7239301699764608,1.3125144999999998,3.6125767,3.6125904044079977,1.3125160022250832
3.0,-0.7257952077815015,1.3093111,3.6123047,3.6123182220779304,1.3093126176779952
3.01,-0.7276549258975834,1.3063046,3.6119498,3.611963147091909,1.3063061332485648
3.02,-0.7295093106939715,1.3034824,3.6115271,3.611540278939101,1.303483948980002
3.03,-0.7313583485790215,1.300833,3.6110493999999997,3.6110624175012034,1.3008345649226012
3.04,-0.7332020260002792,1.2983454,3.6105274,3.6105402618083056,1.2983469808241512
3.05,-0.7350403294445793,1.2960093000000001,3.6099706,3.6099833123022855,1.2960108966616755
3.06,-0.7368732454381453,1.2938149,3.609387,3.609399568212571,1.2938165125340615
3.07,-0.7387007605466877,1.2917532999999999,3.608784,3.6087964295113277,1.2917549285664565
3.08,-0.7405228613755024,1.289816,3.6081674,3.608179695688963,1.2898176444857532
3.09,-0.7423395345695691,1.2879947999999999,3.6075424,3.607554566763585,1.2879964603203538
3.1,-0.7441507668136498,1.2862825999999998,3.6069134,3.6069254419530816,1.2862842762023199
3.11,-0.7459565448323844,1.2846723,3.6062842,3.606296121419969,1.2846739920352492
3.12,-0.7477568553903908,1.2831575000000002,3.6056572,3.6056690048097035,1.2831592078647032
3.13,-0.7495516852923594,1.2817322,3.605036,3.6050476918589798,1.2817339236898326
3.14,-0.7513410213831514,1.2803909,3.6044226000000004,3.604434182558353,1.2803926393991538
3.15,-0.7531248505478945,1.279128,3.6038189,3.6038303765270383,1.2791297550903118
3.16,-0.7549031597120791,1.2779391,3.6032267,3.6032380737961063,1.2779408706630817
3.17,-0.7566759358416545,1.2768191999999998,3.602647,3.6026582742283875,1.2768209861526523
3.18,-0.7584431659431241,1.2757643,3.6020808000000004,3.602091977309564,1.275766101575619
3.19,-0.7602048370636406,1.2747704,3.601529,3.601540083212154,1.2747722167107483
3.2,-0.761960936291101,1.2738338,3.6009922999999997,3.601003291544116,1.2738356319026978
3.21,-0.7637114507542415,1.2729509,3.6004711,3.600482002479961,1.2729527470405526
3.22,-0.7654563676227315,1.2721186,3.5999657000000003,3.599976515614626,1.2721204620009545
3.23,-0.7671956741072676,1.2713337999999998,3.5994762,3.5994869309944053,1.2713356770148607
3.24,-0.7689293574596681,1.2705937,3.5990029999999997,3.599013648564963,1.2705955917992815
3.25,-0.7706574049729648,1.2698956,3.598546,3.598556568064933,1.2698975066993277
3.26,-0.7723798039814981,1.269237,3.5981050999999997,3.5981155894242085,1.26923892137187
3.27,-0.7740965418610087,1.2686156,3.5976803,3.5976907126964317,1.2686175358878327
3.28,-0.7758076060287299,1.2680293,3.5972713,3.5972816377590604,1.2680312504863434
3.29,-0.7775129839434809,1.2674759999999998,3.5968780000000002,3.5968882643636473,1.2674779647771988
3.3,-0.7792126631057575,1.2669537,3.5964998,3.596509992416953,1.2669556791962455
