#Ca = 3
#strain rate = 1
#EB = 0.333333
#alpha = 0
#W = 0.333333
#Viscosity ratio = 1
#Reduced volume ratio = 0.8
#Base Timestep = 0.001
time, ts, Ca_eff, sa_error, vol_error
0.05200, 0.00100, 0.32608, 0.0049159, -0.0015849
0.05300, 0.00100, 0.33233, 0.0049057, -0.0015803
0.05400, 0.00100, 0.33857, 0.0048954, -0.0015759
0.05500, 0.00100, 0.34481, 0.0048851, -0.0015716
0.05600, 0.00100, 0.35105, 0.0048748, -0.0015673
0.05700, 0.00100, 0.35729, 0.0048645, -0.0015633
0.05800, 0.00100, 0.36353, 0.0048542, -0.0015593
0.05900, 0.00100, 0.36977, 0.0048439, -0.0015554
0.06000, 0.00100, 0.37600, 0.0048335, -0.0015517
0.06100, 0.00100, 0.38223, 0.0048232, -0.0015480
0.06200, 0.00100, 0.38846, 0.0048129, -0.0015445
0.06300, 0.00100, 0.39469, 0.0048025, -0.0015411
0.06400, 0.00100, 0.40092, 0.0047922, -0.0015377
0.06500, 0.00100, 0.40715, 0.0047819, -0.0015345
0.06600, 0.00100, 0.41337, 0.0047716, -0.0015314
0.06700, 0.00100, 0.41959, 0.0047613, -0.0015284
0.06800, 0.00100, 0.42581, 0.0047510, -0.0015255
0.06900, 0.00100, 0.43203, 0.0047408, -0.0015227
0.07000, 0.00100, 0.43825, 0.0047305, -0.0015200
0.07100, 0.00100, 0.44446, 0.0047203, -0.0015174
0.07200, 0.00100, 0.45068, 0.0047101, -0.0015149
0.07300, 0.00100, 0.45689, 0.0047000, -0.0015125
0.07400, 0.00100, 0.46310, 0.0046898, -0.0015102
0.07500, 0.00100, 0.46930, 0.0046797, -0.0015080
0.07600, 0.00100, 0.47551, 0.0046697, -0.0015058
0.07700, 0.00100, 0.48171, 0.0046596, -0.0015038
0.07800, 0.00100, 0.48791, 0.0046496, -0.0015019
0.07900, 0.00100, 0.49411, 0.0046397, -0.0015000
0.08000, 0.00100, 0.50031, 0.0046297, -0.0014983
0.08100, 0.00100, 0.50650, 0.0046199, -0.0014966
0.08200, 0.00100, 0.51269, 0.0046100, -0.0014950
0.08300, 0.00100, 0.51888, 0.0046002, -0.0014935
0.08400, 0.00100, 0.52507, 0.0045905, -0.0014921
0.08500, 0.00100, 0.53125, 0.0045808, -0.0014908
0.08600, 0.00100, 0.53744, 0.0045711, -0.0014895
0.08700, 0.00100, 0.54362, 0.0045616, -0.0014884
0.08800, 0.00100, 0.54980, 0.0045520, -0.0014873
0.08900, 0.00100, 0.55597, 0.0045425, -0.0014863
0.09000, 0.00100, 0.56214, 0.0045331, -0.0014854
0.09100, 0.00100, 0.56831, 0.0045237, -0.0014845
0.09200, 0.00100, 0.57448, 0.0045144, -0.0014838
0.09300, 0.00100, 0.58065, 0.0045051, -0.0014831
0.09400, 0.00100, 0.58681, 0.0044959, -0.0014825
0.09500, 0.00100, 0.59297, 0.0044868, -0.0014819
0.09600, 0.00100, 0.59913, 0.0044777, -0.0014815
0.09700, 0.00100, 0.60529, 0.0044687, -0.0014811
0.09800, 0.00100, 0.61144, 0.0044598, -0.0014808
0.09900, 0.00100, 0.61759, 0.0044509, -0.0014805
0.10000, 0.00100, 0.62374, 0.0044426, -0.0014738
0.10100, 0.00100, 0.62988, 0.0044333, -0.0014738
0.10200, 0.00100, 0.63602, 0.0044241, -0.0014739
0.10300, 0.00100, 0.64216, 0.0044150, -0.0014740
0.10400, 0.00100, 0.64830, 0.0044059, -0.0014743
0.10500, 0.00100, 0.65443, 0.0043970, -0.0014745
0.10600, 0.00100, 0.66056, 0.0043881, -0.0014749
0.10700, 0.00100, 0.66669, 0.0043793, -0.0014753
0.10800, 0.00100, 0.67281, 0.0043705, -0.0014758
0.10900, 0.00100, 0.67893, 0.0043619, -0.0014763
0.11000, 0.00100, 0.68505, 0.0043534, -0.0014769
0.11100, 0.00100, 0.69117, 0.0043449, -0.0014776
0.11200, 0.00100, 0.69728, 0.0043365, -0.0014783
0.11300, 0.00100, 0.70339, 0.0043282, -0.0014790
0.11400, 0.00100, 0.70950, 0.0043201, -0.0014799
0.11500, 0.00100, 0.71560, 0.0043119, -0.0014808
0.11600, 0.00100, 0.72170, 0.0043039, -0.0014817
0.11700, 0.00100, 0.72780, 0.0042960, -0.0014827
0.11800, 0.00100, 0.73389, 0.0042882, -0.0014838
0.11900, 0.00100, 0.73998, 0.0042804, -0.0014849
0.12000, 0.00100, 0.74607, 0.0042728, -0.0014860
0.12100, 0.00100, 0.75215, 0.0042652, -0.0014872
0.12200, 0.00100, 0.75823, 0.0042577, -0.0014885
0.12300, 0.00100, 0.76431, 0.0042504, -0.0014898
0.12400, 0.00100, 0.77039, 0.0042431, -0.0014912
0.12500, 0.00100, 0.77646, 0.0042359, -0.0014926
0.12600, 0.00100, 0.78252, 0.0042288, -0.0014941
0.12700, 0.00100, 0.78859, 0.0042218, -0.0014956
0.12800, 0.00100, 0.79465, 0.0042149, -0.0014972
0.12900, 0.00100, 0.80071, 0.0042080, -0.0014988
0.13000, 0.00100, 0.80676, 0.0042013, -0.0015005
0.13100, 0.00100, 0.81281, 0.0041947, -0.0015022
0.13200, 0.00100, 0.81886, 0.0041881, -0.0015040
0.13300, 0.00100, 0.82490, 0.0041817, -0.0015058
0.13400, 0.00100, 0.83094, 0.0041753, -0.0015076
0.13500, 0.00100, 0.83697, 0.0041690, -0.0015095
0.13600, 0.00100, 0.84301, 0.0041629, -0.0015115
0.13700, 0.00100, 0.84903, 0.0041568, -0.0015135
0.13800, 0.00100, 0.85506, 0.0041508, -0.0015155
0.13900, 0.00100, 0.86108, 0.0041449, -0.0015176
0.14000, 0.00100, 0.86710, 0.0041391, -0.0015197
0.14100, 0.00100, 0.87311, 0.0041334, -0.0015218
0.14200, 0.00100, 0.87912, 0.0041277, -0.0015240
0.14300, 0.00100, 0.88512, 0.0041222, -0.0015262
0.14400, 0.00100, 0.89112, 0.0041168, -0.0015285
0.14500, 0.00100, 0.89712, 0.0041114, -0.0015308
0.14600, 0.00100, 0.90312, 0.0041062, -0.0015332
0.14700, 0.00100, 0.90911, 0.0041010, -0.0015356
0.14800, 0.00100, 0.91509, 0.0040959, -0.0015380
0.14900, 0.00100, 0.92107, 0.0040909, -0.0015404
0.15000, 0.00100, 0.92705, 0.0040860, -0.0015429
0.15100, 0.00100, 0.93302, 0.0040812, -0.0015455
0.15200, 0.00100, 0.93899, 0.0040765, -0.0015480
0.15300, 0.00100, 0.94496, 0.0040718, -0.0015506
0.15400, 0.00100, 0.95092, 0.0040673, -0.0015532
0.15500, 0.00100, 0.95688, 0.0040628, -0.0015559
0.15600, 0.00100, 0.96283, 0.0040585, -0.0015586
0.15700, 0.00100, 0.96878, 0.0040542, -0.0015613
0.15800, 0.00100, 0.97472, 0.0040500, -0.0015641
0.15900, 0.00100, 0.98066, 0.0040459, -0.0015668
0.16000, 0.00100, 0.98660, 0.0040418, -0.0015696
0.16100, 0.00100, 0.99253, 0.0040379, -0.0015725
0.16200, 0.00100, 0.99846, 0.0040340, -0.0015754
0.16300, 0.00100, 1.00438, 0.0040303, -0.0015782
0.16400, 0.00100, 1.01030, 0.0040266, -0.0015812
0.16500, 0.00100, 1.01621, 0.0040230, -0.0015841
0.16600, 0.00100, 1.02212, 0.0040194, -0.0015871
0.16700, 0.00100, 1.02803, 0.0040160, -0.0015901
0.16800, 0.00100, 1.03393, 0.0040126, -0.0015932
0.16900, 0.00100, 1.03982, 0.0040094, -0.0015962
0.17000, 0.00100, 1.04572, 0.0040062, -0.0015993
0.17100, 0.00100, 1.05160, 0.0040030, -0.0016024
0.17200, 0.00100, 1.05749, 0.0040000, -0.0016056
0.17300, 0.00100, 1.06336, 0.0039970, -0.0016087
0.17400, 0.00100, 1.06924, 0.0039942, -0.0016119
0.17500, 0.00100, 1.07510, 0.0039914, -0.0016151
0.17600, 0.00100, 1.08097, 0.0039886, -0.0016183
0.17700, 0.00100, 1.08683, 0.0039860, -0.0016216
0.17800, 0.00100, 1.09268, 0.0039834, -0.0016248
0.17900, 0.00100, 1.09853, 0.0039809, -0.0016281
0.18000, 0.00100, 1.10437, 0.0039785, -0.0016314
0.18100, 0.00100, 1.11021, 0.0039761, -0.0016347
0.18200, 0.00100, 1.11605, 0.0039739, -0.0016381
0.18300, 0.00100, 1.12188, 0.0039717, -0.0016414
0.18400, 0.00100, 1.12770, 0.0039695, -0.0016448
0.18500, 0.00100, 1.13352, 0.0039675, -0.0016482
0.18600, 0.00100, 1.13934, 0.0039655, -0.0016516
0.18700, 0.00100, 1.14515, 0.0039636, -0.0016550
0.18800, 0.00100, 1.15095, 0.0039617, -0.0016585
0.18900, 0.00100, 1.15675, 0.0039599, -0.0016619
0.19000, 0.00100, 1.16255, 0.0039582, -0.0016654
0.19100, 0.00100, 1.16834, 0.0039566, -0.0016689
0.19200, 0.00100, 1.17412, 0.0039550, -0.0016724
0.19300, 0.00100, 1.17990, 0.0039535, -0.0016759
0.19400, 0.00100, 1.18567, 0.0039520, -0.0016794
0.19500, 0.00100, 1.19144, 0.0039506, -0.0016830
0.19600, 0.00100, 1.19721, 0.0039493, -0.0016865
0.19700, 0.00100, 1.20297, 0.0039481, -0.0016901
0.19800, 0.00100, 1.20872, 0.0039469, -0.0016936
0.19900, 0.00100, 1.21447, 0.0039457, -0.0016972
0.20000, 0.00100, 1.22021, 0.0041147, -0.0016839
0.20100, 0.00100, 1.22595, 0.0041109, -0.0016883
0.20200, 0.00100, 1.23168, 0.0041073, -0.0016928
0.20300, 0.00100, 1.23741, 0.0041037, -0.0016972
0.20400, 0.00100, 1.24313, 0.0041003, -0.0017016
0.20500, 0.00100, 1.24884, 0.0040970, -0.0017060
0.20600, 0.00100, 1.25455, 0.0040938, -0.0017104
0.20700, 0.00100, 1.26026, 0.0040906, -0.0017149
0.20800, 0.00100, 1.26596, 0.0040876, -0.0017193
0.20900, 0.00100, 1.27165, 0.0040847, -0.0017237
0.21000, 0.00100, 1.27734, 0.0040819, -0.0017281
0.21100, 0.00100, 1.28302, 0.0040792, -0.0017324
0.21200, 0.00100, 1.28870, 0.0040766, -0.0017368
0.21300, 0.00100, 1.29437, 0.0040740, -0.0017412
0.21400, 0.00100, 1.30003, 0.0040716, -0.0017456
0.21500, 0.00100, 1.30569, 0.0040693, -0.0017499
0.21600, 0.00100, 1.31135, 0.0040670, -0.0017543
0.21700, 0.00100, 1.31700, 0.0040649, -0.0017587
0.21800, 0.00100, 1.32264, 0.0040628, -0.0017630
0.21900, 0.00100, 1.32827, 0.0040608, -0.0017673
0.22000, 0.00100, 1.33391, 0.0040589, -0.0017717
0.22100, 0.00100, 1.33953, 0.0040571, -0.0017760
0.22200, 0.00100, 1.34515, 0.0040554, -0.0017803
0.22300, 0.00100, 1.35076, 0.0040537, -0.0017846
0.22400, 0.00100, 1.35637, 0.0040522, -0.0017890
0.22500, 0.00100, 1.36197, 0.0040507, -0.0017932
0.22600, 0.00100, 1.36757, 0.0040493, -0.0017975
0.22700, 0.00100, 1.37316, 0.0040479, -0.0018018
0.22800, 0.00100, 1.37874, 0.0040467, -0.0018061
0.22900, 0.00100, 1.38432, 0.0040455, -0.0018103
0.23000, 0.00100, 1.38989, 0.0040443, -0.0018146
0.23100, 0.00100, 1.39545, 0.0040433, -0.0018188
0.23200, 0.00100, 1.40101, 0.0040423, -0.0018231
0.23300, 0.00100, 1.40657, 0.0040414, -0.0018273
0.23400, 0.00100, 1.41211, 0.0040405, -0.0018315
0.23500, 0.00100, 1.41765, 0.0040397, -0.0018357
0.23600, 0.00100, 1.42319, 0.0040390, -0.0018399
0.23700, 0.00100, 1.42871, 0.0040383, -0.0018441
0.23800, 0.00100, 1.43424, 0.0040377, -0.0018482
0.23900, 0.00100, 1.43975, 0.0040371, -0.0018524
0.24000, 0.00100, 1.44526, 0.0040366, -0.0018565
0.24100, 0.00100, 1.45076, 0.0040362, -0.0018607
0.24200, 0.00100, 1.45626, 0.0040358, -0.0018648
0.24300, 0.00100, 1.46175, 0.0040354, -0.0018689
0.24400, 0.00100, 1.46723, 0.0040351, -0.0018730
0.24500, 0.00100, 1.47271, 0.0040348, -0.0018771
0.24600, 0.00100, 1.47818, 0.0040346, -0.0018811
0.24700, 0.00100, 1.48365, 0.0040345, -0.0018852
0.24800, 0.00100, 1.48910, 0.0040343, -0.0018892
0.24900, 0.00100, 1.49456, 0.0040343, -0.0018933
0.25000, 0.00100, 1.50000, 0.0040342, -0.0018973
0.25100, 0.00100, 1.50544, 0.0040342, -0.0019013
0.25200, 0.00100, 1.51087, 0.0040343, -0.0019052
0.25300, 0.00100, 1.51629, 0.0040343, -0.0019092
0.25400, 0.00100, 1.52171, 0.0040344, -0.0019131
0.25500, 0.00100, 1.52712, 0.0040346, -0.0019171
0.25600, 0.00100, 1.53253, 0.0040348, -0.0019210
0.25700, 0.00100, 1.53793, 0.0040350, -0.0019249
0.25800, 0.00100, 1.54332, 0.0040352, -0.0019287
0.25900, 0.00100, 1.54870, 0.0040354, -0.0019326
0.26000, 0.00100, 1.55408, 0.0040357, -0.0019364
0.26100, 0.00100, 1.55945, 0.0040360, -0.0019402
0.26200, 0.00100, 1.56482, 0.0040363, -0.0019440
0.26300, 0.00100, 1.57017, 0.0040367, -0.0019478
0.26400, 0.00100, 1.57552, 0.0040371, -0.0019515
0.26500, 0.00100, 1.58087, 0.0040374, -0.0019552
0.26600, 0.00100, 1.58620, 0.0040378, -0.0019589
0.26700, 0.00100, 1.59153, 0.0040382, -0.0019626
0.26800, 0.00100, 1.59686, 0.0040387, -0.0019663
0.26900, 0.00100, 1.60217, 0.0040391, -0.0019699
0.27000, 0.00100, 1.60748, 0.0040396, -0.0019735
0.27100, 0.00100, 1.61278, 0.0040400, -0.0019771
0.27200, 0.00100, 1.61808, 0.0040405, -0.0019807
0.27300, 0.00100, 1.62336, 0.0040410, -0.0019843
0.27400, 0.00100, 1.62864, 0.0040415, -0.0019878
0.27500, 0.00100, 1.63392, 0.0040419, -0.0019913
0.27600, 0.00100, 1.63918, 0.0040424, -0.0019948
0.27700, 0.00100, 1.64444, 0.0040429, -0.0019982
0.27800, 0.00100, 1.64969, 0.0040434, -0.0020017
0.27900, 0.00100, 1.65494, 0.0040439, -0.0020051
0.28000, 0.00100, 1.66017, 0.0040444, -0.0020084
0.28100, 0.00100, 1.66540, 0.0040449, -0.0020118
0.28200, 0.00100, 1.67063, 0.0040453, -0.0020151
0.28300, 0.00100, 1.67584, 0.0040458, -0.0020184
0.28400, 0.00100, 1.68105, 0.0040463, -0.0020217
0.28500, 0.00100, 1.68625, 0.0040467, -0.0020249
0.28600, 0.00100, 1.69144, 0.0040471, -0.0020282
0.28700, 0.00100, 1.69663, 0.0040476, -0.0020314
0.28800, 0.00100, 1.70181, 0.0040480, -0.0020345
0.28900, 0.00100, 1.70698, 0.0040484, -0.0020377
0.29000, 0.00100, 1.71214, 0.0040487, -0.0020408
0.29100, 0.00100, 1.71730, 0.0040491, -0.0020439
0.29200, 0.00100, 1.72244, 0.0040494, -0.0020470
0.29300, 0.00100, 1.72759, 0.0040498, -0.0020500
0.29400, 0.00100, 1.73272, 0.0040501, -0.0020530
0.29500, 0.00100, 1.73784, 0.0040503, -0.0020560
0.29600, 0.00100, 1.74296, 0.0040506, -0.0020589
0.29700, 0.00100, 1.74807, 0.0040508, -0.0020619
0.29800, 0.00100, 1.75317, 0.0040510, -0.0020647
0.29900, 0.00100, 1.75827, 0.0040512, -0.0020676
0.30000, 0.00100, 1.76336, 0.0044819, -0.0020304
0.30100, 0.00100, 1.76844, 0.0044767, -0.0020351
0.30200, 0.00100, 1.77351, 0.0044716, -0.0020398
0.30300, 0.00100, 1.77857, 0.0044665, -0.0020444
0.30400, 0.00100, 1.78363, 0.0044615, -0.0020490
0.30500, 0.00100, 1.78867, 0.0044565, -0.0020535
0.30600, 0.00100, 1.79371, 0.0044516, -0.0020579
0.30700, 0.00100, 1.79875, 0.0044468, -0.0020623
0.30800, 0.00100, 1.80377, 0.0044420, -0.0020666
0.30900, 0.00100, 1.80879, 0.0044373, -0.0020709
0.31000, 0.00100, 1.81380, 0.0044326, -0.0020751
0.31100, 0.00100, 1.81880, 0.0044280, -0.0020793
0.31200, 0.00100, 1.82379, 0.0044234, -0.0020834
0.31300, 0.00100, 1.82878, 0.0044189, -0.0020874
0.31400, 0.00100, 1.83375, 0.0044144, -0.0020914
0.31500, 0.00100, 1.83872, 0.0044099, -0.0020953
0.31600, 0.00100, 1.84368, 0.0044055, -0.0020992
0.31700, 0.00100, 1.84863, 0.0044011, -0.0021030
0.31800, 0.00100, 1.85358, 0.0043968, -0.0021067
0.31900, 0.00100, 1.85852, 0.0043925, -0.0021104
0.32000, 0.00100, 1.86344, 0.0043882, -0.0021140
0.32100, 0.00100, 1.86836, 0.0043840, -0.0021176
0.32200, 0.00100, 1.87328, 0.0043797, -0.0021211
0.32300, 0.00100, 1.87818, 0.0043755, -0.0021246
0.32400, 0.00100, 1.88307, 0.0043713, -0.0021280
0.32500, 0.00100, 1.88796, 0.0043672, -0.0021314
0.32600, 0.00100, 1.89284, 0.0043630, -0.0021346
0.32700, 0.00100, 1.89771, 0.0043589, -0.0021379
0.32800, 0.00100, 1.90257, 0.0043547, -0.0021411
0.32900, 0.00100, 1.90743, 0.0043506, -0.0021442
0.33000, 0.00100, 1.91227, 0.0043465, -0.0021473
0.33100, 0.00100, 1.91711, 0.0043424, -0.0021503
0.33200, 0.00100, 1.92194, 0.0043382, -0.0021533
0.33300, 0.00100, 1.92676, 0.0043341, -0.0021562
0.33400, 0.00100, 1.93157, 0.0043300, -0.0021590
0.33500, 0.00100, 1.93637, 0.0043259, -0.0021618
0.33600, 0.00100, 1.94117, 0.0043217, -0.0021646
0.33700, 0.00100, 1.94595, 0.0043176, -0.0021673
0.33800, 0.00100, 1.95073, 0.0043134, -0.0021699
0.33900, 0.00100, 1.95550, 0.0043093, -0.0021725
0.34000, 0.00100, 1.96026, 0.0043051, -0.0021750
0.34100, 0.00100, 1.96501, 0.0043009, -0.0021775
0.34200, 0.00100, 1.96976, 0.0042966, -0.0021799
0.34300, 0.00100, 1.97449, 0.0042924, -0.0021823
0.34400, 0.00100, 1.97922, 0.0042881, -0.0021846
0.34500, 0.00100, 1.98394, 0.0042838, -0.0021868
0.34600, 0.00100, 1.98864, 0.0042795, -0.0021890
0.34700, 0.00100, 1.99334, 0.0042752, -0.0021912
0.34800, 0.00100, 1.99804, 0.0042708, -0.0021933
0.34900, 0.00100, 2.00272, 0.0042664, -0.0021953
0.35000, 0.00100, 2.00739, 0.0042619, -0.0021973
0.35100, 0.00100, 2.01206, 0.0042574, -0.0021993
0.35200, 0.00100, 2.01671, 0.0042529, -0.0022012
0.35300, 0.00100, 2.02136, 0.0042484, -0.0022030
0.35400, 0.00100, 2.02600, 0.0042438, -0.0022048
0.35500, 0.00100, 2.03063, 0.0042391, -0.0022065
0.35600, 0.00100, 2.03525, 0.0042344, -0.0022082
0.35700, 0.00100, 2.03986, 0.0042297, -0.0022098
0.35800, 0.00100, 2.04446, 0.0042249, -0.0022114
0.35900, 0.00100, 2.04906, 0.0042201, -0.0022129
0.36000, 0.00100, 2.05364, 0.0042152, -0.0022144
0.36100, 0.00100, 2.05822, 0.0042103, -0.0022158
0.36200, 0.00100, 2.06278, 0.0042053, -0.0022172
0.36300, 0.00100, 2.06734, 0.0042003, -0.0022185
0.36400, 0.00100, 2.07189, 0.0041952, -0.0022198
0.36500, 0.00100, 2.07643, 0.0041900, -0.0022210
0.36600, 0.00100, 2.08096, 0.0041848, -0.0022222
0.36700, 0.00100, 2.08548, 0.0041795, -0.0022233
0.36800, 0.00100, 2.08999, 0.0041742, -0.0022244
0.36900, 0.00100, 2.09450, 0.0041688, -0.0022254
0.37000, 0.00100, 2.09899, 0.0041633, -0.0022264
0.37100, 0.00100, 2.10347, 0.0041578, -0.0022273
0.37200, 0.00100, 2.10795, 0.0041522, -0.0022282
0.37300, 0.00100, 2.11242, 0.0041465, -0.0022290
0.37400, 0.00100, 2.11687, 0.0041408, -0.0022298
0.37500, 0.00100, 2.12132, 0.0041350, -0.0022305
0.37600, 0.00100, 2.12576, 0.0041291, -0.0022312
0.37700, 0.00100, 2.13019, 0.0041232, -0.0022318
0.37800, 0.00100, 2.13461, 0.0041172, -0.0022324
0.37900, 0.00100, 2.13902, 0.0041111, -0.0022330
0.38000, 0.00100, 2.14342, 0.0041049, -0.0022335
0.38100, 0.00100, 2.14781, 0.0040987, -0.0022339
0.38200, 0.00100, 2.15219, 0.0040923, -0.0022343
0.38300, 0.00100, 2.15656, 0.0040859, -0.0022346
0.38400, 0.00100, 2.16093, 0.0040794, -0.0022349
0.38500, 0.00100, 2.16528, 0.0040729, -0.0022352
0.38600, 0.00100, 2.16962, 0.0040662, -0.0022354
0.38700, 0.00100, 2.17396, 0.0040595, -0.0022356
0.38800, 0.00100, 2.17828, 0.0040527, -0.0022357
0.38900, 0.00100, 2.18260, 0.0040458, -0.0022358
0.39000, 0.00100, 2.18691, 0.0040388, -0.0022358
0.39100, 0.00100, 2.19120, 0.0040317, -0.0022358
0.39200, 0.00100, 2.19549, 0.0040246, -0.0022357
0.39300, 0.00100, 2.19977, 0.0040173, -0.0022356
0.39400, 0.00100, 2.20403, 0.0040100, -0.0022354
0.39500, 0.00100, 2.20829, 0.0040026, -0.0022352
0.39600, 0.00100, 2.21254, 0.0039951, -0.0022350
0.39700, 0.00100, 2.21678, 0.0039875, -0.0022347
0.39800, 0.00100, 2.22101, 0.0039798, -0.0022344
0.39900, 0.00100, 2.22523, 0.0039720, -0.0022340
0.40000, 0.00100, 2.22943, 0.0049560, -0.0021532
0.40100, 0.00100, 2.23363, 0.0049387, -0.0021560
0.40200, 0.00100, 2.23782, 0.0049214, -0.0021587
0.40300, 0.00100, 2.24200, 0.0049042, -0.0021613
0.40400, 0.00100, 2.24617, 0.0048871, -0.0021639
0.40500, 0.00100, 2.25033, 0.0048700, -0.0021663
0.40600, 0.00100, 2.25448, 0.0048530, -0.0021687
0.40700, 0.00100, 2.25862, 0.0048360, -0.0021709
0.40800, 0.00100, 2.26275, 0.0048192, -0.0021731
0.40900, 0.00100, 2.26687, 0.0048023, -0.0021752
0.41000, 0.00100, 2.27099, 0.0047855, -0.0021772
0.41100, 0.00100, 2.27509, 0.0047688, -0.0021791
0.41200, 0.00100, 2.27918, 0.0047521, -0.0021809
0.41300, 0.00100, 2.28326, 0.0047355, -0.0021827
0.41400, 0.00100, 2.28733, 0.0047189, -0.0021843
0.41500, 0.00100, 2.29139, 0.0047023, -0.0021859
0.41600, 0.00100, 2.29544, 0.0046858, -0.0021874
0.41700, 0.00100, 2.29948, 0.0046693, -0.0021889
0.41800, 0.00100, 2.30351, 0.0046529, -0.0021902
0.41900, 0.00100, 2.30753, 0.0046365, -0.0021915
0.42000, 0.00100, 2.31154, 0.0046201, -0.0021927
0.42100, 0.00100, 2.31554, 0.0046037, -0.0021938
0.42200, 0.00100, 2.31953, 0.0045874, -0.0021949
0.42300, 0.00100, 2.32351, 0.0045710, -0.0021959
0.42400, 0.00100, 2.32748, 0.0045547, -0.0021968
0.42500, 0.00100, 2.33144, 0.0045385, -0.0021976
0.42600, 0.00100, 2.33539, 0.0045222, -0.0021983
0.42700, 0.00100, 2.33933, 0.0045059, -0.0021990
0.42800, 0.00100, 2.34325, 0.0044897, -0.0021996
0.42900, 0.00100, 2.34717, 0.0044735, -0.0022002
0.43000, 0.00100, 2.35108, 0.0044572, -0.0022006
0.43100, 0.00100, 2.35498, 0.0044410, -0.0022010
0.43200, 0.00100, 2.35887, 0.0044248, -0.0022014
0.43300, 0.00100, 2.36274, 0.0044086, -0.0022017
0.43400, 0.00100, 2.36661, 0.0043923, -0.0022019
0.43500, 0.00100, 2.37047, 0.0043761, -0.0022020
0.43600, 0.00100, 2.37431, 0.0043599, -0.0022021
0.43700, 0.00100, 2.37815, 0.0043437, -0.0022021
0.43800, 0.00100, 2.38197, 0.0043274, -0.0022020
0.43900, 0.00100, 2.38579, 0.0043112, -0.0022019
0.44000, 0.00100, 2.38959, 0.0042949, -0.0022017
0.44100, 0.00100, 2.39338, 0.0042787, -0.0022015
0.44200, 0.00100, 2.39717, 0.0042624, -0.0022012
0.44300, 0.00100, 2.40094, 0.0042461, -0.0022008
